density	taxon	op	length	qualifier	sample	comment	unit
968.4	Gyrodinium sp.	>	40		ICE11-947		cells/L
947.4	Gyrodinium sp.	>	40		ICE11-930		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-992		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-993		cells/L
378.9	Gyrodinium sp.	>	40		ICE11-994		cells/L
484.2	Gyrodinium sp.	>	40		ICE11-995		cells/L
547.4	Gyrodinium sp.	>	40		ICE11-996		cells/L
21.5	Gyrodinium sp.	>	40		ICE11-1058		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-1059		cells/L
173.7	Gyrodinium sp.	>	40		ICE11-1060		cells/L
989.5	Gyrodinium sp.	>	40		ICE11-1061		cells/L
842.2	Gyrodinium sp.	>	40		ICE11-1062		cells/L
63.2	Gyrodinium sp.	>	40		ICE11-1130		cells/L
15.3	Gyrodinium sp.	>	40		ICE11-1131		cells/L
589.5	Gyrodinium sp.	>	40		ICE11-1132		cells/L
463.2	Gyrodinium sp.	>	40		ICE11-1133		cells/L
715.8	Gyrodinium sp.	>	40		ICE11-1134		cells/L
15.3	Gyrodinium sp.	>	40		ICE11-1196		cells/L
84.2	Gyrodinium sp.	>	40		ICE11-1197		cells/L
568.4	Gyrodinium sp.	>	40		ICE11-1198		cells/L
694.7	Gyrodinium sp.	>	40		ICE11-1199		cells/L
568.4	Gyrodinium sp.	>	40		ICE11-1200		cells/L
84.2	Gyrodinium sp.	>	40		ICE11-1262		cells/L
189.5	Gyrodinium sp.	>	40		ICE11-1263		cells/L
189.5	Gyrodinium sp.	>	40		ICE11-1264		cells/L
652.6	Gyrodinium sp.	>	40		ICE11-1265		cells/L
673.7	Gyrodinium sp.	>	40		ICE11-1266		cells/L
42.2	Gyrodinium sp.	>	40		ICE11-1328		cells/L
231.6	Gyrodinium sp.	>	40		ICE11-1329		cells/L
61.5	Gyrodinium sp.	>	40		ICE11-1330		cells/L
568.4	Gyrodinium sp.	>	40		ICE11-1331		cells/L
484.2	Gyrodinium sp.	>	40		ICE11-1332		cells/L
189.5	Gyrodinium sp.	>	40		ICE11-1399		cells/L
526.3	Gyrodinium sp.	>	40		ICE11-1401		cells/L
357.9	Gyrodinium sp.	>	40		ICE11-1402		cells/L
484.2	Gyrodinium sp.	>	40		ICE11-1403		cells/L
61.5	Gyrodinium sp.	>	40		ICE11-1472		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-34		cells/L
63.2	Dinoflagellate	>	40	athecate	ICE11-96		cells/L
378.9	Dinoflagellate	>	40	athecate	ICE11-175		cells/L
231.6	Dinoflagellate	>	40	athecate	ICE11-252		cells/L
231.6	Dinoflagellate	>	40	athecate			cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-330		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-331		cells/L
84.2	Dinoflagellate	>	40	athecate	ICE11-332		cells/L
273.7	Dinoflagellate	>	40	athecate	ICE11-333		cells/L
273.7	Dinoflagellate	>	40	athecate	ICE11-334		cells/L
168.4	Dinoflagellate	>	40	athecate			cells/L
42.2	Dinoflagellate	>	40	athecate	ICE11-418		cells/L
757.9	Dinoflagellate	>	40	athecate	ICE11-667		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-775		cells/L
42.2	Dinoflagellate	>	40	athecate	ICE11-776		cells/L
84.2	Dinoflagellate	>	40	athecate	ICE11-777		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-778		cells/L
84.2	Dinoflagellate	>	40	athecate	ICE11-745		cells/L
21.5	Dinoflagellate	>	40	athecate			cells/L
63.2	Dinoflagellate	>	40	athecate	ICE11-878		cells/L
736.8	Dinoflagellate	>	40	athecate	ICE11-879		cells/L
273.7	Dinoflagellate	>	40	athecate	ICE11-880		cells/L
484.2	Dinoflagellate	>	40	athecate	ICE11-881		cells/L
526.3	Dinoflagellate	>	40	athecate	ICE11-864		cells/L
336.8	Dinoflagellate	>	40	athecate	ICE11-945		cells/L
273.7	Dinoflagellate	>	40	athecate	ICE11-947		cells/L
547.4	Dinoflagellate	>	40	athecate	ICE11-930		cells/L
42.2	Dinoflagellate	>	40	athecate	ICE11-992		cells/L
42.2	Dinoflagellate	>	40	athecate	ICE11-993		cells/L
168.4	Dinoflagellate	>	40	athecate	ICE11-994		cells/L
421.5	Dinoflagellate	>	40	athecate	ICE11-995		cells/L
652.6	Dinoflagellate	>	40	athecate	ICE11-996		cells/L
421.5	Dinoflagellate	>	40	athecate	ICE11-1059		cells/L
568.4	Dinoflagellate	>	40	athecate	ICE11-1060		cells/L
926.3	Dinoflagellate	>	40	athecate	ICE11-1061		cells/L
757.9	Dinoflagellate	>	40	athecate	ICE11-1062		cells/L
63.2	Dinoflagellate	>	40	athecate	ICE11-1130		cells/L
168.4	Dinoflagellate	>	40	athecate	ICE11-1131		cells/L
357.9	Dinoflagellate	>	40	athecate	ICE11-1132		cells/L
421.5	Dinoflagellate	>	40	athecate	ICE11-1133		cells/L
715.8	Dinoflagellate	>	40	athecate	ICE11-1134		cells/L
168.4	Dinoflagellate	>	40	athecate	ICE11-1196		cells/L
189.5	Dinoflagellate	>	40	athecate	ICE11-1197		cells/L
378.9	Dinoflagellate	>	40	athecate	ICE11-1198		cells/L
357.9	Dinoflagellate	>	40	athecate	ICE11-1199		cells/L
715.8	Dinoflagellate	>	40	athecate	ICE11-1200		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-1262		cells/L
21.5	Dinoflagellate	>	40	athecate	ICE11-1263		cells/L
8	Dinoflagellate	>	40	athecate	ICE11-1264		cells/L
357.9	Dinoflagellate	>	40	athecate	ICE11-1265		cells/L
652.6	Dinoflagellate	>	40	athecate	ICE11-1266		cells/L
315.8	Dinoflagellate	>	40	athecate	ICE11-1328		cells/L
463.2	Dinoflagellate	>	40	athecate	ICE11-1329		cells/L
442.2	Dinoflagellate	>	40	athecate	ICE11-1330		cells/L
968.4	Dinoflagellate	>	40	athecate	ICE11-1331		cells/L
294.7	Dinoflagellate	>	40	athecate	ICE11-1332		cells/L
315.8	Dinoflagellate	>	40	athecate	ICE11-1399		cells/L
715.8	Dinoflagellate	>	40	athecate	ICE11-1401		cells/L
652.6	Dinoflagellate	>	40	athecate	ICE11-1402		cells/L
778.9	Dinoflagellate	>	40	athecate	ICE11-1403		cells/L
589.5	Dinoflagellate	>	40	athecate	ICE11-1472		cells/L
15.3	Myrionecta rubra				ICE11-34		cells/L
21.5	Myrionecta rubra				ICE11-96		cells/L
21.5	Myrionecta rubra				ICE11-456		cells/L
547.4	Myrionecta rubra				ICE11-175		cells/L
63.2	Myrionecta rubra				ICE11-252		cells/L
168.4	Myrionecta rubra						cells/L
42.2	Myrionecta rubra				ICE11-333		cells/L
126.3	Myrionecta rubra				ICE11-334		cells/L
147.4	Myrionecta rubra						cells/L
21.5	Myrionecta rubra				ICE11-418		cells/L
42.2	Myrionecta rubra				ICE11-667		cells/L
21.5	Myrionecta rubra				ICE11-777		cells/L
126.3	Myrionecta rubra				ICE11-778		cells/L
15.3	Myrionecta rubra				ICE11-745		cells/L
168.4	Myrionecta rubra						cells/L
21.5	Myrionecta rubra				ICE11-878		cells/L
42.2	Myrionecta rubra				ICE11-879		cells/L
21.5	Myrionecta rubra				ICE11-880		cells/L
168.4	Myrionecta rubra				ICE11-881		cells/L
168.4	Myrionecta rubra				ICE11-864		cells/L
63.2	Myrionecta rubra				ICE11-945		cells/L
84.2	Myrionecta rubra				ICE11-947		cells/L
126.3	Myrionecta rubra				ICE11-930		cells/L
21.5	Myrionecta rubra				ICE11-992		cells/L
21.5	Myrionecta rubra				ICE11-993		cells/L
63.2	Myrionecta rubra				ICE11-994		cells/L
147.4	Myrionecta rubra				ICE11-995		cells/L
273.7	Myrionecta rubra				ICE11-996		cells/L
42.2	Myrionecta rubra				ICE11-1060		cells/L
547.4	Myrionecta rubra				ICE11-1061		cells/L
526.3	Myrionecta rubra				ICE11-1062		cells/L
189.5	Myrionecta rubra				ICE11-1132		cells/L
273.7	Myrionecta rubra				ICE11-1133		cells/L
631.6	Myrionecta rubra				ICE11-1134		cells/L
21.5	Myrionecta rubra				ICE11-1197		cells/L
63.2	Myrionecta rubra				ICE11-1198		cells/L
189.5	Myrionecta rubra				ICE11-1199		cells/L
21.5	Myrionecta rubra				ICE11-1200		cells/L
21.5	Myrionecta rubra				ICE11-1262		cells/L
189.5	Myrionecta rubra				ICE11-1263		cells/L
63.2	Myrionecta rubra				ICE11-1264		cells/L
421.5	Myrionecta rubra				ICE11-1265		cells/L
126.3	Myrionecta rubra				ICE11-1266		cells/L
42.2	Myrionecta rubra				ICE11-1328		cells/L
21.5	Myrionecta rubra				ICE11-1329		cells/L
84.2	Myrionecta rubra				ICE11-1330		cells/L
61.5	Myrionecta rubra				ICE11-1331		cells/L
736.8	Myrionecta rubra				ICE11-1332		cells/L
421.5	Myrionecta rubra				ICE11-1399		cells/L
15.3	Myrionecta rubra				ICE11-1401		cells/L
526.3	Myrionecta rubra				ICE11-1402		cells/L
526.3	Myrionecta rubra				ICE11-1403		cells/L
42.2	Myrionecta rubra				ICE11-1472		cells/L
21.5	Ciliate	>	40	colonical	ICE11-34		cells/L
147.4	Ciliate	>	40	colonical	ICE11-252		cells/L
63.2	Ciliate	>	40	colonical			cells/L
21.5	Ciliate	>	40	colonical	ICE11-332		cells/L
21.5	Ciliate	>	40	colonical	ICE11-333		cells/L
21.5	Ciliate	>	40	colonical			cells/L
42.2	Ciliate	>	40	colonical	ICE11-667		cells/L
21.5	Ciliate	>	40	colonical	ICE11-777		cells/L
15.3	Ciliate	>	40	colonical	ICE11-778		cells/L
126.3	Ciliate	>	40	colonical	ICE11-745		cells/L
21.5	Ciliate	>	40	colonical			cells/L
21.5	Ciliate	>	40	colonical	ICE11-881		cells/L
21.5	Ciliate	>	40	colonical	ICE11-864		cells/L
84.2	Ciliate	>	40	colonical	ICE11-947		cells/L
21.5	Ciliate	>	40	colonical	ICE11-930		cells/L
21.5	Ciliate	>	40	colonical	ICE11-995		cells/L
21.5	Ciliate	>	40	colonical	ICE11-996		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1061		cells/L
42.2	Ciliate	>	40	colonical	ICE11-1264		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1265		cells/L
42.2	Ciliate	>	40	colonical	ICE11-1266		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1330		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1331		cells/L
63.2	Ciliate	>	40	colonical	ICE11-1399		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1401		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1402		cells/L
21.5	Ciliate	>	40	colonical	ICE11-1403		cells/L
15.3	Ciliate	>	40	colonical	ICE11-1472		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-34		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-96		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-456		cells/L
484.2	Ciliate	>	40	large hairy	ICE11-175		cells/L
252.6	Ciliate	>	40	large hairy	ICE11-252		cells/L
15.3	Ciliate	>	40	large hairy			cells/L
21.5	Ciliate	>	40	large hairy	ICE11-330		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-331		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-332		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-333		cells/L
147.4	Ciliate	>	40	large hairy	ICE11-334		cells/L
4	Ciliate	>	40	large hairy			cells/L
21.5	Ciliate	>	40	large hairy	ICE11-775		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-777		cells/L
231.6	Ciliate	>	40	large hairy	ICE11-778		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-745		cells/L
147.4	Ciliate	>	40	large hairy			cells/L
21.5	Ciliate	>	40	large hairy	ICE11-878		cells/L
84.2	Ciliate	>	40	large hairy	ICE11-879		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-880		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-881		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-864		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-944		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-945		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-947		cells/L
15.3	Ciliate	>	40	large hairy	ICE11-930		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-992		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-994		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-995		cells/L
189.5	Ciliate	>	40	large hairy	ICE11-996		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-1058		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-1059		cells/L
168.4	Ciliate	>	40	large hairy	ICE11-1060		cells/L
15.3	Ciliate	>	40	large hairy	ICE11-1061		cells/L
231.6	Ciliate	>	40	large hairy	ICE11-1062		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-1130		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-1131		cells/L
168.4	Ciliate	>	40	large hairy	ICE11-1132		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-1133		cells/L
189.5	Ciliate	>	40	large hairy	ICE11-1134		cells/L
252.6	Ciliate	>	40	large hairy	ICE11-1198		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-1199		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-1262		cells/L
42.2	Ciliate	>	40	large hairy	ICE11-1263		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-1264		cells/L
84.2	Ciliate	>	40	large hairy	ICE11-1265		cells/L
126.3	Ciliate	>	40	large hairy	ICE11-1266		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-1328		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-1329		cells/L
189.5	Ciliate	>	40	large hairy	ICE11-1330		cells/L
21.5	Ciliate	>	40	large hairy	ICE11-1331		cells/L
273.7	Ciliate	>	40	large hairy	ICE11-1332		cells/L
15.3	Ciliate	>	40	large hairy	ICE11-1399		cells/L
63.2	Ciliate	>	40	large hairy	ICE11-1401		cells/L
315.8	Ciliate	>	40	large hairy	ICE11-1402		cells/L
189.5	Ciliate	>	40	large hairy	ICE11-1403		cells/L
15.3	Ciliate	>	40	large hairy	ICE11-1472		cells/L
15.3	Tintinnidae			cup-shaped	ICE11-34		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-456		cells/L
484.2	Tintinnidae			cup-shaped	ICE11-175		cells/L
294.7	Tintinnidae			cup-shaped	ICE11-252		cells/L
15.3	Tintinnidae			cup-shaped			cells/L
42.2	Tintinnidae			cup-shaped	ICE11-331		cells/L
42.2	Tintinnidae			cup-shaped	ICE11-332		cells/L
15.3	Tintinnidae			cup-shaped	ICE11-333		cells/L
15.3	Tintinnidae			cup-shaped	ICE11-334		cells/L
189.5	Tintinnidae			cup-shaped			cells/L
42.2	Tintinnidae			cup-shaped	ICE11-667		cells/L
63.2	Tintinnidae			cup-shaped	ICE11-775		cells/L
84.2	Tintinnidae			cup-shaped	ICE11-776		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-777		cells/L
484.2	Tintinnidae			cup-shaped	ICE11-778		cells/L
1789.5	Tintinnidae			cup-shaped	ICE11-745		cells/L
181.5	Tintinnidae			cup-shaped			cells/L
294.7	Tintinnidae			cup-shaped	ICE11-879		cells/L
189.5	Tintinnidae			cup-shaped	ICE11-880		cells/L
189.5	Tintinnidae			cup-shaped	ICE11-881		cells/L
231.6	Tintinnidae			cup-shaped	ICE11-864		cells/L
84.2	Tintinnidae			cup-shaped	ICE11-944		cells/L
168.4	Tintinnidae			cup-shaped	ICE11-945		cells/L
378.9	Tintinnidae			cup-shaped	ICE11-947		cells/L
442.2	Tintinnidae			cup-shaped	ICE11-930		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-992		cells/L
42.2	Tintinnidae			cup-shaped	ICE11-993		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-994		cells/L
231.6	Tintinnidae			cup-shaped	ICE11-995		cells/L
526.3	Tintinnidae			cup-shaped	ICE11-996		cells/L
63.2	Tintinnidae			cup-shaped	ICE11-1058		cells/L
168.4	Tintinnidae			cup-shaped	ICE11-1059		cells/L
336.8	Tintinnidae			cup-shaped	ICE11-1060		cells/L
4	Tintinnidae			cup-shaped	ICE11-1061		cells/L
61.5	Tintinnidae			cup-shaped	ICE11-1062		cells/L
42.2	Tintinnidae			cup-shaped	ICE11-1130		cells/L
42.2	Tintinnidae			cup-shaped	ICE11-1131		cells/L
336.8	Tintinnidae			cup-shaped	ICE11-1132		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-1133		cells/L
421.5	Tintinnidae			cup-shaped	ICE11-1134		cells/L
526.3	Tintinnidae			cup-shaped	ICE11-1198		cells/L
378.9	Tintinnidae			cup-shaped	ICE11-1199		cells/L
484.2	Tintinnidae			cup-shaped	ICE11-1200		cells/L
84.2	Tintinnidae			cup-shaped	ICE11-1262		cells/L
63.2	Tintinnidae			cup-shaped	ICE11-1263		cells/L
421.5	Tintinnidae			cup-shaped	ICE11-1264		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-1265		cells/L
231.6	Tintinnidae			cup-shaped	ICE11-1266		cells/L
21.5	Tintinnidae			cup-shaped	ICE11-1328		cells/L
84.2	Tintinnidae			cup-shaped	ICE11-1329		cells/L
378.9	Tintinnidae			cup-shaped	ICE11-1330		cells/L
1178.9	Tintinnidae			cup-shaped	ICE11-1331		cells/L
757.9	Tintinnidae			cup-shaped	ICE11-1332		cells/L
168.4	Tintinnidae			cup-shaped	ICE11-1401		cells/L
589.5	Tintinnidae			cup-shaped	ICE11-1402		cells/L
863.2	Tintinnidae			cup-shaped	ICE11-1403		cells/L
126.3	Tintinnidae			cup-shaped	ICE11-1472		cells/L
21.5	Tintinnidae			colonical	ICE11-456		cells/L
126.3	Tintinnidae			colonical	ICE11-175		cells/L
568.4	Tintinnidae			colonical	ICE11-252		cells/L
84.2	Tintinnidae			colonical			cells/L
21.5	Tintinnidae			colonical	ICE11-331		cells/L
42.2	Tintinnidae			colonical	ICE11-332		cells/L
63.2	Tintinnidae			colonical	ICE11-333		cells/L
21.5	Tintinnidae			colonical	ICE11-334		cells/L
42.2	Tintinnidae			colonical			cells/L
63.2	Tintinnidae			colonical	ICE11-777		cells/L
21.5	Tintinnidae			colonical	ICE11-778		cells/L
1347.4	Tintinnidae			colonical	ICE11-745		cells/L
1115.8	Tintinnidae			colonical			cells/L
21.5	Tintinnidae			colonical	ICE11-879		cells/L
336.8	Tintinnidae			colonical	ICE11-880		cells/L
294.7	Tintinnidae			colonical	ICE11-881		cells/L
315.8	Tintinnidae			colonical	ICE11-864		cells/L
21.5	Tintinnidae			colonical	ICE11-944		cells/L
21.5	Tintinnidae			colonical	ICE11-945		cells/L
442.2	Tintinnidae			colonical	ICE11-947		cells/L
273.7	Tintinnidae			colonical	ICE11-930		cells/L
21.5	Tintinnidae			colonical	ICE11-993		cells/L
42.2	Tintinnidae			colonical	ICE11-994		cells/L
315.8	Tintinnidae			colonical	ICE11-995		cells/L
842.2	Tintinnidae			colonical	ICE11-996		cells/L
12	Tintinnidae			colonical	ICE11-1060		cells/L
1263.2	Tintinnidae			colonical	ICE11-1061		cells/L
1494.7	Tintinnidae			colonical	ICE11-1062		cells/L
294.7	Tintinnidae			colonical	ICE11-1132		cells/L
273.7	Tintinnidae			colonical	ICE11-1133		cells/L
336.8	Tintinnidae			colonical	ICE11-1134		cells/L
42.2	Tintinnidae			colonical	ICE11-1198		cells/L
715.8	Tintinnidae			colonical	ICE11-1199		cells/L
315.8	Tintinnidae			colonical	ICE11-1200		cells/L
21.5	Tintinnidae			colonical	ICE11-1264		cells/L
294.7	Tintinnidae			colonical	ICE11-1265		cells/L
378.9	Tintinnidae			colonical	ICE11-1266		cells/L
63.2	Tintinnidae			colonical	ICE11-1330		cells/L
526.3	Tintinnidae			colonical	ICE11-1331		cells/L
631.6	Tintinnidae			colonical	ICE11-1332		cells/L
21.5	Tintinnidae			colonical	ICE11-1399		cells/L
147.4	Tintinnidae			colonical	ICE11-1401		cells/L
273.7	Tintinnidae			colonical	ICE11-1402		cells/L
378.9	Tintinnidae			colonical	ICE11-1403		cells/L
126.3	Tintinnidae			colonical	ICE11-1472		cells/L
21.5	Tintinnidae			large	ICE11-175		cells/L
21.5	Tintinnidae			large	ICE11-252		cells/L
42.2	Tintinnidae			large	ICE11-333		cells/L
21.5	Tintinnidae			large	ICE11-334		cells/L
21.5	Tintinnidae			large	ICE11-418		cells/L
21.5	Tintinnidae			large	ICE11-777		cells/L
42.2	Tintinnidae			large	ICE11-778		cells/L
63.2	Tintinnidae			large	ICE11-745		cells/L
84.2	Tintinnidae			large	ICE11-864		cells/L
42.2	Tintinnidae			large	ICE11-947		cells/L
42.2	Tintinnidae			large	ICE11-995		cells/L
21.5	Tintinnidae			large	ICE11-996		cells/L
63.2	Tintinnidae			large	ICE11-1060		cells/L
63.2	Tintinnidae			large	ICE11-1061		cells/L
21.5	Tintinnidae			large	ICE11-1062		cells/L
21.5	Tintinnidae			large	ICE11-1132		cells/L
63.2	Tintinnidae			large	ICE11-1198		cells/L
42.2	Tintinnidae			large	ICE11-1199		cells/L
21.5	Tintinnidae			large	ICE11-1263		cells/L
21.5	Tintinnidae			large	ICE11-1264		cells/L
21.5	Tintinnidae			large	ICE11-1330		cells/L
42.2	Tintinnidae			large	ICE11-1331		cells/L
42.2	Tintinnidae			large	ICE11-1332		cells/L
42.2	Tintinnidae			large	ICE11-1400		cells/L
252.6	Tintinnidae			large	ICE11-1401		cells/L
252.6	Tintinnidae			large	ICE11-1402		cells/L
252.6	Tintinnidae			large	ICE11-1403		cells/L
21.5	Favella meunieri			cf.	ICE11-947		cells/L
21.5	Favella meunieri			cf.	ICE11-1264		cells/L
21.5	Dinophysis sp.				ICE11-456		cells/L
21.5	Dinophysis sp.				ICE11-252		cells/L
21.5	Dinophysis sp.				ICE11-881		cells/L
21.5	Dinophysis sp.				ICE11-864		cells/L
21.5	Dinophysis sp.				ICE11-947		cells/L
21.5	Dinophysis sp.				ICE11-995		cells/L
21.5	Dinophysis sp.				ICE11-1060		cells/L
21.5	Dinophysis sp.				ICE11-1062		cells/L
21.5	Dinophysis sp.				ICE11-1131		cells/L
21.5	Dinophysis sp.				ICE11-1132		cells/L
21.5	Dinophysis sp.				ICE11-1199		cells/L
21.5	Dinophysis sp.				ICE11-1200		cells/L
21.5	Coscinodiscus sp.				ICE11-1132		cells/L
42.2	Choreotrich ciliate			Large round			cells/L
21.5	Choreotrich ciliate			Large round	ICE11-331		cells/L
21.5	Choreotrich ciliate			Large round			cells/L
21.5	Choreotrich ciliate			Large round	ICE11-947		cells/L
63.2	Choreotrich ciliate			Large round	ICE11-1062		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1132		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1196		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1197		cells/L
42.2	Choreotrich ciliate			Large round	ICE11-1262		cells/L
42.2	Choreotrich ciliate			Large round	ICE11-1263		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1264		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1265		cells/L
63.2	Choreotrich ciliate			Large round	ICE11-1266		cells/L
84.2	Choreotrich ciliate			Large round	ICE11-1328		cells/L
42.2	Choreotrich ciliate			Large round	ICE11-1329		cells/L
63.2	Choreotrich ciliate			Large round	ICE11-1330		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1331		cells/L
189.5	Choreotrich ciliate			Large round	ICE11-1399		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1400		cells/L
21.5	Choreotrich ciliate			Large round	ICE11-1401		cells/L
252.6	Choreotrich ciliate			Large round	ICE11-1402		cells/L
189.5	Choreotrich ciliate			Large round	ICE11-1403		cells/L
21.5	Acanthostomella norvegica				ICE11-34		cells/L
21.5	Acanthostomella norvegica				ICE11-175		cells/L
21.5	Acanthostomella norvegica				ICE11-252		cells/L
21.5	Acanthostomella norvegica				ICE11-331		cells/L
21.5	Acanthostomella norvegica						cells/L
21.5	Acanthostomella norvegica				ICE11-776		cells/L
21.5	Acanthostomella norvegica				ICE11-745		cells/L
42.2	Acanthostomella norvegica						cells/L
21.5	Acanthostomella norvegica				ICE11-878		cells/L
21.5	Acanthostomella norvegica				ICE11-879		cells/L
21.5	Acanthostomella norvegica				ICE11-880		cells/L
21.5	Acanthostomella norvegica				ICE11-864		cells/L
21.5	Acanthostomella norvegica				ICE11-944		cells/L
21.5	Acanthostomella norvegica				ICE11-945		cells/L
42.2	Acanthostomella norvegica				ICE11-930		cells/L
42.2	Acanthostomella norvegica				ICE11-993		cells/L
21.5	Acanthostomella norvegica				ICE11-994		cells/L
21.5	Acanthostomella norvegica				ICE11-996		cells/L
21.5	Acanthostomella norvegica				ICE11-1058		cells/L
21.5	Acanthostomella norvegica				ICE11-1061		cells/L
21.5	Acanthostomella norvegica				ICE11-1062		cells/L
21.5	Acanthostomella norvegica				ICE11-1197		cells/L
21.5	Acanthostomella norvegica				ICE11-1198		cells/L
21.5	Acanthostomella norvegica				ICE11-1199		cells/L
21.5	Acanthostomella norvegica				ICE11-1264		cells/L
21.5	Ceratium arcticum				ICE11-1132		cells/L
2245.8	Thalassiosira hyalina				ICE11-34		cells/L
641.6	Thalassiosira hyalina				ICE11-96		cells/L
12833	Thalassiosira hyalina				ICE11-175		cells/L
94963.5	Thalassiosira hyalina				ICE11-252		cells/L
12629.3	Thalassiosira hyalina						cells/L
42669.4	Thalassiosira hyalina				ICE11-330		cells/L
56785.6	Thalassiosira hyalina				ICE11-331		cells/L
69725.4	Thalassiosira hyalina				ICE11-332		cells/L
75286.3	Thalassiosira hyalina				ICE11-333		cells/L
61597.9	Thalassiosira hyalina				ICE11-334		cells/L
62239.6	Thalassiosira hyalina						cells/L
1283.3	Thalassiosira hyalina				ICE11-418		cells/L
225217.4	Thalassiosira hyalina				ICE11-667		cells/L
3849.9	Thalassiosira hyalina				ICE11-775		cells/L
238691.9	Thalassiosira hyalina				ICE11-776		cells/L
39914.5	Thalassiosira hyalina				ICE11-777		cells/L
25491.4	Thalassiosira hyalina				ICE11-778		cells/L
279115.6	Thalassiosira hyalina				ICE11-745		cells/L
132178.9	Thalassiosira hyalina						cells/L
12833	Thalassiosira hyalina				ICE11-878		cells/L
11362.9	Thalassiosira hyalina				ICE11-879		cells/L
135388	Thalassiosira hyalina				ICE11-880		cells/L
1334.8	Thalassiosira hyalina				ICE11-881		cells/L
16513.8	Thalassiosira hyalina				ICE11-864		cells/L
933.9	Thalassiosira hyalina				ICE11-944		cells/L
11862.7	Thalassiosira hyalina				ICE11-945		cells/L
2834.9	Thalassiosira hyalina				ICE11-947		cells/L
3289.9	Thalassiosira hyalina				ICE11-930		cells/L
15399.5	Thalassiosira hyalina				ICE11-992		cells/L
1578.7	Thalassiosira hyalina				ICE11-993		cells/L
231633.8	Thalassiosira hyalina				ICE11-994		cells/L
2193.2	Thalassiosira hyalina				ICE11-995		cells/L
2814.5	Thalassiosira hyalina				ICE11-996		cells/L
933.9	Thalassiosira hyalina				ICE11-1058		cells/L
189926.9	Thalassiosira hyalina				ICE11-1059		cells/L
392686.7	Thalassiosira hyalina				ICE11-1060		cells/L
259866.2	Thalassiosira hyalina				ICE11-1061		cells/L
377929	Thalassiosira hyalina				ICE11-1062		cells/L
26628.3	Thalassiosira hyalina				ICE11-1130		cells/L
15399.5	Thalassiosira hyalina				ICE11-1131		cells/L
145653.4	Thalassiosira hyalina				ICE11-1132		cells/L
33173.5	Thalassiosira hyalina				ICE11-1133		cells/L
26827.6	Thalassiosira hyalina				ICE11-1134		cells/L
